frame_zero_based,presentation_seconds,interval_from_previous_seconds,picture_type,key_frame
288,4.804805,0.016684000,B,0
289,4.821488,0.016683000,B,0
290,4.838172,0.016684000,P,0
291,4.854855,0.016683000,B,0
292,4.871538,0.016683000,B,0
293,4.888222,0.016684000,B,0
294,4.904905,0.016683000,P,0
295,4.921588,0.016683000,B,0
296,4.938272,0.016684000,B,0
297,4.954955,0.016683000,B,0
298,4.971638,0.016683000,P,0
299,4.988322,0.016684000,B,0
300,5.005005,0.016683000,B,0
301,5.021688,0.016683000,B,0
302,5.038372,0.016684000,P,0
303,5.055055,0.016683000,B,0
304,5.071738,0.016683000,B,0
305,5.088422,0.016684000,B,0
306,5.105105,0.016683000,P,0
307,5.121788,0.016683000,B,0
308,5.138472,0.016684000,B,0
309,5.155155,0.016683000,B,0
310,5.171839,0.016684000,P,0
311,5.188522,0.016683000,B,0
312,5.205205,0.016683000,B,0
313,5.221889,0.016684000,B,0
314,5.238572,0.016683000,P,0
315,5.255255,0.016683000,B,0
316,5.271939,0.016684000,B,0
317,5.288622,0.016683000,B,0
318,5.305305,0.016683000,P,0
319,5.321989,0.016684000,B,0
320,5.338672,0.016683000,B,0
321,5.355355,0.016683000,B,0
322,5.372039,0.016684000,P,0
323,5.388722,0.016683000,B,0
324,5.405405,0.016683000,B,0
325,5.422089,0.016684000,B,0
326,5.438772,0.016683000,P,0
327,5.455455,0.016683000,B,0
328,5.472139,0.016684000,B,0
329,5.488822,0.016683000,B,0
330,5.505506,0.016684000,P,0
331,5.522189,0.016683000,B,0
332,5.538872,0.016683000,B,0
333,5.555556,0.016684000,B,0
334,5.572239,0.016683000,P,0
335,5.588922,0.016683000,B,0
336,5.605606,0.016684000,B,0
337,5.622289,0.016683000,B,0
338,5.638972,0.016683000,P,0
339,5.655656,0.016684000,B,0
340,5.672339,0.016683000,B,0
341,5.689022,0.016683000,B,0
342,5.705706,0.016684000,P,0
343,5.722389,0.016683000,B,0
344,5.739072,0.016683000,B,0
345,5.755756,0.016684000,B,0
346,5.772439,0.016683000,P,0
347,5.789122,0.016683000,B,0
348,5.805806,0.016684000,B,0
349,5.822489,0.016683000,B,0
350,5.839173,0.016684000,P,0
351,5.855856,0.016683000,B,0
352,5.872539,0.016683000,B,0
353,5.889223,0.016684000,B,0
354,5.905906,0.016683000,P,0
355,5.922589,0.016683000,B,0
356,5.939273,0.016684000,B,0
357,5.955956,0.016683000,B,0
358,5.972639,0.016683000,P,0
359,5.989323,0.016684000,B,0
360,6.006006,0.016683000,B,0
361,6.022689,0.016683000,B,0
362,6.039373,0.016684000,P,0
363,6.056056,0.016683000,B,0
364,6.072739,0.016683000,B,0
365,6.089423,0.016684000,B,0
366,6.106106,0.016683000,P,0
367,6.122789,0.016683000,B,0
368,6.139473,0.016684000,B,0
369,6.156156,0.016683000,B,0
370,6.172840,0.016684000,P,0
371,6.189523,0.016683000,B,0
372,6.206206,0.016683000,B,0
373,6.222890,0.016684000,B,0
374,6.239573,0.016683000,P,0
375,6.256256,0.016683000,B,0
376,6.272940,0.016684000,B,0
377,6.289623,0.016683000,B,0
378,6.306306,0.016683000,P,0
379,6.322990,0.016684000,B,0
380,6.339673,0.016683000,B,0
381,6.356356,0.016683000,B,0
382,6.373040,0.016684000,P,0
383,6.389723,0.016683000,B,0
384,6.406406,0.016683000,B,0
385,6.423090,0.016684000,B,0
386,6.439773,0.016683000,P,0
387,6.456456,0.016683000,B,0
388,6.473140,0.016684000,B,0
389,6.489823,0.016683000,B,0
390,6.506507,0.016684000,P,0
391,6.523190,0.016683000,B,0
392,6.539873,0.016683000,B,0
393,6.556557,0.016684000,B,0
394,6.573240,0.016683000,P,0
395,6.589923,0.016683000,B,0
396,6.606607,0.016684000,B,0
397,6.623290,0.016683000,B,0
398,6.639973,0.016683000,P,0
399,6.656657,0.016684000,B,0
400,6.673340,0.016683000,B,0
401,6.690023,0.016683000,B,0
402,6.706707,0.016684000,P,0
403,6.723390,0.016683000,B,0
404,6.740073,0.016683000,B,0
405,6.756757,0.016684000,B,0
406,6.773440,0.016683000,P,0
407,6.790123,0.016683000,B,0
408,6.806807,0.016684000,B,0
409,6.823490,0.016683000,B,0
410,6.840174,0.016684000,P,0
411,6.856857,0.016683000,B,0
412,6.873540,0.016683000,B,0
413,6.890224,0.016684000,B,0
414,6.906907,0.016683000,P,0
415,6.923590,0.016683000,B,0
416,6.940274,0.016684000,B,0
417,6.956957,0.016683000,B,0
418,6.973640,0.016683000,P,0
419,6.990324,0.016684000,B,0
420,7.007007,0.016683000,B,0
421,7.023690,0.016683000,B,0
422,7.040374,0.016684000,P,0
423,7.057057,0.016683000,B,0
424,7.073740,0.016683000,B,0
425,7.090424,0.016684000,B,0
426,7.107107,0.016683000,P,0
427,7.123790,0.016683000,B,0
428,7.140474,0.016684000,B,0
429,7.157157,0.016683000,B,0
430,7.173841,0.016684000,P,0
431,7.190524,0.016683000,B,0
432,7.207207,0.016683000,B,0
433,7.223891,0.016684000,B,0
434,7.240574,0.016683000,P,0
435,7.257257,0.016683000,B,0
436,7.273941,0.016684000,B,0
437,7.290624,0.016683000,B,0
438,7.307307,0.016683000,P,0
439,7.323991,0.016684000,B,0
440,7.340674,0.016683000,B,0
441,7.357357,0.016683000,B,0
442,7.374041,0.016684000,P,0
443,7.390724,0.016683000,B,0
444,7.407407,0.016683000,B,0
445,7.424091,0.016684000,B,0
446,7.440774,0.016683000,P,0
447,7.457457,0.016683000,B,0
448,7.474141,0.016684000,B,0
449,7.490824,0.016683000,B,0
450,7.507508,0.016684000,P,0
451,7.524191,0.016683000,B,0
452,7.540874,0.016683000,B,0
453,7.557558,0.016684000,B,0
454,7.574241,0.016683000,P,0
455,7.590924,0.016683000,B,0
456,7.607608,0.016684000,B,0
457,7.624291,0.016683000,B,0
458,7.640974,0.016683000,P,0
459,7.657658,0.016684000,B,0
460,7.674341,0.016683000,B,0
461,7.691024,0.016683000,B,0
462,7.707708,0.016684000,P,0
463,7.724391,0.016683000,B,0
464,7.741074,0.016683000,B,0
465,7.757758,0.016684000,B,0
466,7.774441,0.016683000,P,0
467,7.791124,0.016683000,B,0
468,7.807808,0.016684000,B,0
469,7.824491,0.016683000,B,0
470,7.841175,0.016684000,P,0
471,7.857858,0.016683000,B,0
472,7.874541,0.016683000,B,0
473,7.891225,0.016684000,B,0
474,7.907908,0.016683000,P,0
475,7.924591,0.016683000,B,0
476,7.941275,0.016684000,B,0
477,7.957958,0.016683000,B,0
478,7.974641,0.016683000,P,0
479,7.991325,0.016684000,B,0
480,8.008008,0.016683000,B,0
481,8.024691,0.016683000,B,0
482,8.041375,0.016684000,P,0
483,8.058058,0.016683000,B,0
484,8.074741,0.016683000,B,0
485,8.091425,0.016684000,B,0
486,8.108108,0.016683000,P,0
487,8.124791,0.016683000,B,0
488,8.141475,0.016684000,B,0
489,8.158158,0.016683000,B,0
490,8.174842,0.016684000,P,0
491,8.191525,0.016683000,B,0
492,8.208208,0.016683000,B,0
493,8.224892,0.016684000,B,0
494,8.241575,0.016683000,P,0
495,8.258258,0.016683000,B,0
496,8.274942,0.016684000,B,0
497,8.291625,0.016683000,B,0
498,8.308308,0.016683000,P,0
499,8.324992,0.016684000,P,0
500,8.341675,0.016683000,I,1
501,8.358358,0.016683000,B,0
502,8.375042,0.016684000,B,0
503,8.391725,0.016683000,B,0
504,8.408408,0.016683000,P,0
505,8.425092,0.016684000,B,0
506,8.441775,0.016683000,B,0
507,8.458458,0.016683000,B,0
508,8.475142,0.016684000,P,0
509,8.491825,0.016683000,B,0
510,8.508509,0.016684000,B,0
511,8.525192,0.016683000,B,0
512,8.541875,0.016683000,P,0
513,8.558559,0.016684000,B,0
514,8.575242,0.016683000,B,0
515,8.591925,0.016683000,B,0
516,8.608609,0.016684000,P,0
517,8.625292,0.016683000,B,0
518,8.641975,0.016683000,B,0
519,8.658659,0.016684000,B,0
520,8.675342,0.016683000,P,0
521,8.692025,0.016683000,B,0
522,8.708709,0.016684000,B,0
523,8.725392,0.016683000,B,0
524,8.742075,0.016683000,P,0
525,8.758759,0.016684000,P,0
526,8.775442,0.016683000,P,0
527,8.792125,0.016683000,P,0
528,8.808809,0.016684000,P,0
529,8.825492,0.016683000,B,0
530,8.842176,0.016684000,B,0
531,8.858859,0.016683000,B,0
532,8.875542,0.016683000,P,0
533,8.892226,0.016684000,B,0
