frame_zero_based,presentation_seconds,interval_from_previous_seconds,picture_type,key_frame
87,3.071433,0.033344000,B,0
88,3.104778,0.033345000,B,0
89,3.138122,0.033344000,P,0
90,3.171456,0.033334000,B,0
91,3.204800,0.033344000,B,0
92,3.238144,0.033344000,B,0
93,3.271489,0.033345000,P,0
94,3.304822,0.033333000,B,0
95,3.338167,0.033345000,B,0
96,3.371511,0.033344000,B,0
97,3.404856,0.033345000,P,0
98,3.438189,0.033333000,B,0
99,3.471533,0.033344000,B,0
100,3.504878,0.033345000,B,0
101,3.538222,0.033344000,P,0
102,3.571556,0.033334000,B,0
103,3.604900,0.033344000,B,0
104,3.638244,0.033344000,B,0
105,3.671589,0.033345000,P,0
106,3.704922,0.033333000,B,0
107,3.738267,0.033345000,B,0
108,3.771611,0.033344000,B,0
109,3.804956,0.033345000,P,0
110,3.838289,0.033333000,B,0
111,3.871633,0.033344000,B,0
112,3.904978,0.033345000,B,0
113,3.938311,0.033333000,P,0
114,3.971656,0.033345000,B,0
115,4.005000,0.033344000,B,0
116,4.038344,0.033344000,B,0
117,4.071678,0.033334000,P,0
118,4.105022,0.033344000,B,0
119,4.138367,0.033345000,B,0
120,4.171711,0.033344000,B,0
121,4.205044,0.033333000,P,0
122,4.238389,0.033345000,B,0
123,4.271733,0.033344000,B,0
124,4.305078,0.033345000,B,0
125,4.338411,0.033333000,P,0
126,4.371756,0.033345000,B,0
127,4.405100,0.033344000,B,0
128,4.438444,0.033344000,B,0
129,4.471778,0.033334000,P,0
130,4.505122,0.033344000,B,0
131,4.538467,0.033345000,B,0
132,4.571800,0.033333000,B,0
133,4.605144,0.033344000,P,0
134,4.638489,0.033345000,B,0
135,4.671833,0.033344000,B,0
136,4.705167,0.033334000,B,0
137,4.738511,0.033344000,P,0
138,4.771856,0.033345000,B,0
139,4.805200,0.033344000,B,0
140,4.838533,0.033333000,B,0
141,4.871878,0.033345000,P,0
142,4.905222,0.033344000,B,0
143,4.938567,0.033345000,B,0
144,4.971900,0.033333000,B,0
145,5.005244,0.033344000,P,0
146,5.038589,0.033345000,B,0
147,5.071933,0.033344000,B,0
148,5.105267,0.033334000,B,0
149,5.138611,0.033344000,P,0
150,5.171956,0.033345000,B,0
151,5.205289,0.033333000,B,0
152,5.238633,0.033344000,B,0
153,5.271978,0.033345000,P,0
154,5.305322,0.033344000,B,0
155,5.338656,0.033334000,B,0
156,5.372000,0.033344000,B,0
157,5.405344,0.033344000,P,0
158,5.438689,0.033345000,B,0
159,5.472022,0.033333000,B,0
160,5.505367,0.033345000,B,0
161,5.538711,0.033344000,P,0
162,5.572056,0.033345000,B,0
163,5.605389,0.033333000,B,0
164,5.638733,0.033344000,B,0
165,5.672078,0.033345000,P,0
166,5.705422,0.033344000,B,0
167,5.738756,0.033334000,B,0
168,5.772100,0.033344000,B,0
169,5.805444,0.033344000,P,0
170,5.838789,0.033345000,B,0
171,5.872122,0.033333000,B,0
172,5.905467,0.033345000,B,0
173,5.938811,0.033344000,P,0
174,5.972156,0.033345000,P,0
175,6.005489,0.033333000,I,1
176,6.038833,0.033344000,B,0
177,6.072178,0.033345000,B,0
178,6.105511,0.033333000,B,0
179,6.138856,0.033345000,P,0
180,6.172200,0.033344000,B,0
181,6.205544,0.033344000,B,0
182,6.238878,0.033334000,B,0
183,6.272222,0.033344000,P,0
184,6.305567,0.033345000,B,0
185,6.338911,0.033344000,B,0
186,6.372244,0.033333000,B,0
187,6.405589,0.033345000,P,0
188,6.438933,0.033344000,B,0
189,6.472278,0.033345000,B,0
190,6.505611,0.033333000,B,0
191,6.538956,0.033345000,P,0
192,6.572300,0.033344000,B,0
193,6.605644,0.033344000,B,0
194,6.638978,0.033334000,B,0
195,6.672322,0.033344000,P,0
196,6.705667,0.033345000,B,0
197,6.739000,0.033333000,B,0
198,6.772344,0.033344000,B,0
199,6.805689,0.033345000,P,0
200,6.839033,0.033344000,B,0
201,6.872367,0.033334000,B,0
202,6.905711,0.033344000,B,0
203,6.939056,0.033345000,P,0
204,6.972400,0.033344000,B,0
205,7.005733,0.033333000,B,0
206,7.039078,0.033345000,B,0
207,7.072422,0.033344000,P,0
208,7.105767,0.033345000,B,0
209,7.139100,0.033333000,B,0
210,7.172444,0.033344000,B,0
211,7.205789,0.033345000,P,0
212,7.239133,0.033344000,B,0
213,7.272467,0.033334000,B,0
214,7.305811,0.033344000,B,0
215,7.339156,0.033345000,P,0
216,7.372489,0.033333000,B,0
217,7.405833,0.033344000,B,0
218,7.439178,0.033345000,B,0
219,7.472522,0.033344000,P,0
220,7.505856,0.033334000,B,0
221,7.539200,0.033344000,B,0
222,7.572544,0.033344000,B,0
223,7.605889,0.033345000,P,0
224,7.639222,0.033333000,B,0
225,7.672567,0.033345000,B,0
226,7.705911,0.033344000,B,0
227,7.739256,0.033345000,P,0
228,7.772589,0.033333000,B,0
229,7.805933,0.033344000,B,0
230,7.839278,0.033345000,B,0
231,7.872622,0.033344000,P,0
232,7.905956,0.033334000,B,0
233,7.939300,0.033344000,B,0
234,7.972644,0.033344000,B,0
235,8.005989,0.033345000,P,0
236,8.039322,0.033333000,B,0
237,8.072667,0.033345000,B,0
238,8.106011,0.033344000,B,0
239,8.139356,0.033345000,P,0
240,8.172689,0.033333000,B,0
241,8.206033,0.033344000,B,0
242,8.239378,0.033345000,B,0
243,8.272711,0.033333000,P,0
244,8.306056,0.033345000,B,0
245,8.339400,0.033344000,B,0
246,8.372744,0.033344000,B,0
247,8.406078,0.033334000,P,0
248,8.439422,0.033344000,B,0
249,8.472756,0.033334000,P,0
250,8.506100,0.033344000,B,0
251,8.539444,0.033344000,P,0
252,8.572778,0.033334000,P,0
253,8.606122,0.033344000,P,0
254,8.639456,0.033334000,P,0
255,8.672800,0.033344000,B,0
256,8.706133,0.033333000,B,0
257,8.739467,0.033334000,P,0
258,8.772811,0.033344000,B,0
259,8.806144,0.033333000,B,0
260,8.839478,0.033334000,B,0
261,8.872811,0.033333000,P,0
262,8.906144,0.033333000,P,0
263,8.939478,0.033334000,P,0
264,8.972811,0.033333000,P,0
265,9.006144,0.033333000,I,1
266,9.039478,0.033334000,P,0
267,9.072811,0.033333000,P,0
268,9.106144,0.033333000,P,0
269,9.139367,0.033223000,P,0
270,9.172489,0.033122000,P,0
271,9.205489,0.033000000,P,0
272,9.238389,0.032900000,P,0
273,9.271156,0.032767000,P,0
274,9.303900,0.032744000,P,0
275,9.337233,0.033333000,P,0
276,9.370789,0.033556000,P,0
277,9.404456,0.033667000,P,0
278,9.438089,0.033633000,B,0
279,9.471633,0.033544000,P,0
280,9.505133,0.033500000,B,0
281,9.538656,0.033523000,P,0
282,9.572189,0.033533000,P,0
283,9.605644,0.033455000,P,0
284,9.639044,0.033400000,P,0
285,9.672322,0.033278000,P,0
286,9.705611,0.033289000,B,0
287,9.738878,0.033267000,P,0
288,9.772144,0.033266000,P,0
289,9.805389,0.033245000,P,0
290,9.838667,0.033278000,P,0
291,9.871900,0.033233000,P,0
292,9.905033,0.033133000,P,0
293,9.938144,0.033111000,P,0
294,9.971289,0.033145000,P,0
295,10.004756,0.033467000,P,0
296,10.038100,0.033344000,P,0
297,10.071367,0.033267000,P,0
298,10.104611,0.033244000,P,0
