frame,t_rel_s,region_mean_abs_diff,control_mean_abs_diff,track_score
242,-17.6,3.9560303688049316,6.771912097930908,0.9151298999786377
243,-17.566665999999998,3.461669683456421,3.9866974353790283,0.9232175350189209
244,-17.533333,2.637299060821533,5.651835918426514,0.9129374027252197
245,-17.5,4.026813983917236,4.745179176330566,0.9282593727111816
246,-17.466666,2.335906982421875,4.141960144042969,0.9238637685775757
247,-17.433332999999998,3.529994487762451,4.971240997314453,0.9175273776054382
248,-17.4,1.8515865802764893,3.10326886177063,0.9147781729698181
249,-17.366666000000002,3.7605812549591064,4.369325160980225,0.9304972887039185
250,-17.333333,3.3346121311187744,3.697782278060913,0.9295886754989624
251,-17.299999999999997,5.68750524520874,8.960844993591309,0.9354430437088013
252,-17.266666,2.819221019744873,5.41451358795166,0.9383726716041565
253,-17.233333000000002,2.301349401473999,6.183885097503662,0.9517328143119812
254,-17.2,2.440878391265869,6.094177722930908,0.9542127251625061
255,-17.166666,2.4372026920318604,6.052224636077881,0.9498891234397888
256,-17.133333,2.847745895385742,5.373795986175537,0.9542560577392578
257,-17.1,2.323664665222168,4.480738639831543,0.9514885544776917
258,-17.066665999999998,4.531333923339844,7.701077938079834,0.9453714489936829
259,-17.033333,2.096212863922119,3.992391586303711,0.9529467225074768
260,-17.0,2.1126081943511963,4.512391567230225,0.9514660835266113
261,-16.966666,2.725754976272583,4.224825859069824,0.9526084661483765
262,-16.933332999999998,3.143584966659546,5.800081729888916,0.9457814693450928
263,-16.9,3.7796874046325684,6.022809028625488,0.9540636539459229
264,-16.866666000000002,2.7620630264282227,4.207066535949707,0.9496454000473022
265,-16.833333,3.6544394493103027,5.075374603271484,0.9506627321243286
266,-16.799999999999997,3.693490982055664,5.243124961853027,0.9587113857269287
267,-16.766666,3.2294187545776367,3.830411911010742,0.9629079699516296
268,-16.733333000000002,3.0135085582733154,4.152585029602051,0.953642725944519
269,-16.7,3.6625916957855225,5.334062576293945,0.9739110469818115
270,-16.666666,3.2652928829193115,3.3638813495635986,0.9557477235794067
271,-16.633333,3.3745782375335693,4.434108734130859,0.9727638363838196
272,-16.6,2.0807199478149414,2.5728960037231445,0.964457094669342
273,-16.566665999999998,4.492127418518066,5.14486837387085,0.955150842666626
274,-16.533333,2.5361976623535156,2.638991594314575,0.9667211174964905
275,-16.5,1.728935718536377,2.2249698638916016,0.9577708840370178
276,-16.466666,2.3611254692077637,2.507551431655884,0.938056230545044
277,-16.433332999999998,3.608036518096924,4.2442827224731445,0.938844621181488
278,-16.4,1.7156392335891724,1.449897050857544,0.9301060438156128
279,-16.366666000000002,1.4060959815979004,1.7653782367706299,0.9187390208244324
280,-16.333333,0.9943105578422546,1.3771928548812866,0.899681031703949
281,-16.299999999999997,1.3073316812515259,1.6458008289337158,0.8933240175247192
282,-16.266666,1.154007911682129,1.0149271488189697,0.882111132144928
283,-16.233333000000002,0.7899978160858154,1.2332741022109985,0.8757335543632507
284,-16.2,1.5923984050750732,2.012672185897827,0.8522883653640747
285,-16.166666,1.63143789768219,2.2052273750305176,0.8532717227935791
286,-16.133333,5.032980918884277,5.528858184814453,0.8470011949539185
287,-16.1,2.9610674381256104,3.6603195667266846,0.8525176644325256
288,-16.066665999999998,3.0711801052093506,3.501624584197998,0.8303709626197815
289,-16.033333,5.710438251495361,6.639518737792969,0.8339033126831055
290,-16.0,4.74939489364624,4.691278457641602,0.8253735899925232
291,-15.966666,5.762741565704346,8.753924369812012,0.8206767439842224
292,-15.933333,4.924973964691162,7.554394721984863,0.8211120963096619
293,-15.9,5.109273433685303,8.715620994567871,0.8262843489646912
294,-15.866666,7.471080780029297,8.102029800415039,0.8432385325431824
295,-15.833333,4.203521728515625,8.24438190460205,0.8471136689186096
296,-15.799999999999999,3.0178911685943604,5.766905307769775,0.8447854518890381
297,-15.766665999999999,5.1081438064575195,7.8616743087768555,0.8626471757888794
298,-15.733333,4.4062676429748535,7.633053779602051,0.8633650541305542
299,-15.7,3.2811548709869385,5.1932759284973145,0.8723646998405457
300,-15.666666,2.5836069583892822,4.584634304046631,0.8638713359832764
301,-15.633333,2.8716237545013428,3.9421093463897705,0.8642528057098389
302,-15.6,2.9114444255828857,3.8056657314300537,0.8631830811500549
303,-15.566666,5.305858612060547,5.404600620269775,0.868758499622345
304,-15.533332999999999,2.8192176818847656,2.6451528072357178,0.852415144443512
305,-15.5,2.888654947280884,3.886294364929199,0.8565423488616943
306,-15.466666,2.654815435409546,13.787152290344238,0.8571527004241943
307,-15.433333,2.5844624042510986,31.201448440551758,0.8531904220581055
308,-15.4,2.9096076488494873,33.48475646972656,0.8246713280677795
309,-15.366666,2.25203013420105,37.56940460205078,0.8737741112709045
310,-15.333333,2.079223155975342,23.09075927734375,0.8775983452796936
311,-15.299999999999999,2.2878453731536865,3.447309970855713,0.8801727294921875
312,-15.266665999999999,2.2666664123535156,1.7401100397109985,0.880323052406311
313,-15.233333,2.2559900283813477,1.4261807203292847,0.8888628482818604
314,-15.2,1.8947781324386597,1.0894726514816284,0.893844485282898
315,-15.166666,1.9796197414398193,1.5877752304077148,0.8953908085823059
316,-15.133333,1.7639280557632446,1.5671963691711426,0.8960298895835876
317,-15.1,2.412083625793457,2.4549059867858887,0.9076088666915894
318,-15.066666,2.516340732574463,2.4961435794830322,0.9102279543876648
319,-15.033332999999999,2.1548142433166504,3.140376329421997,0.9173769950866699
320,-15.0,1.5937347412109375,2.0875959396362305,0.9152353405952454
321,-14.966666,1.9524060487747192,1.546265959739685,0.9216336607933044
322,-14.933333,1.6573065519332886,1.1891672611236572,0.9234986901283264
323,-14.9,1.74131441116333,1.7633416652679443,0.9264606833457947
324,-14.866666,2.339543342590332,2.088052272796631,0.9208690524101257
325,-14.833333,2.2713308334350586,3.3545632362365723,0.9227936863899231
326,-14.799999999999999,2.208648443222046,1.3662464618682861,0.921686589717865
327,-14.766665999999999,1.777612566947937,2.9943714141845703,0.9255914688110352
328,-14.733333,2.3915417194366455,3.6629793643951416,0.9296955466270447
329,-14.7,2.47568941116333,3.3736789226531982,0.9360477924346924
330,-14.666666,1.822814702987671,1.2542507648468018,0.9359945058822632
331,-14.633333,1.782578706741333,2.322098731994629,0.9415240287780762
332,-14.6,2.072628974914551,2.8682901859283447,0.937888503074646
333,-14.566666,2.063138008117676,2.534790515899658,0.9475873708724976
334,-14.533332999999999,1.1096514463424683,1.2528941631317139,0.9434330463409424
335,-14.5,2.8664369583129883,2.7555291652679443,0.9451247453689575
336,-14.466666,1.7392919063568115,1.452539086341858,0.9431641101837158
337,-14.433333,1.3962303400039673,1.7134002447128296,0.9507923722267151
338,-14.4,2.7692525386810303,3.5487890243530273,0.9526283144950867
339,-14.366666,1.4709211587905884,1.999355435371399,0.9568583369255066
340,-14.333333,1.268183946609497,1.4664098024368286,0.9560401439666748
